time,xcoord,ycoord,depth
10,20,11,3.78
10,19,24,4.589
10,19,22,0.951
10,13,2,0.188
10,7,14,1.197
10,0,14,1.166
10,2,23,0.205
10,6,8,4.185
10,12,0,0.214
10,5,22,1.016
10,10,1,0.796
10,20,22,0.942
10,6,17,2.34
10,21,3,1.123
10,20,23,0.234
10,21,8,4.299
10,0,0,0.023
10,10,19,1.51
10,4,20,3.533
10,18,21,2.693
10,16,10,1.308
10,17,19,1.535
10,1,12,0.334
10,11,17,195.829
10,22,8,0.736
12,5,18,1.551
12,2,9,0.766
12,11,4,42.499
12,22,3,6.998
12,11,5,2.214
12,9,16,6.845
12,16,3,2.512
12,4,14,1.041
12,13,6,0.263
12,13,13,0.432
12,20,23,0.323
12,8,0,4.432
12,0,8,0.055
12,14,15,0.263
12,20,15,0.335
12,20,12,4.267
12,8,21,4.238
12,16,18,1.053
12,0,0,0.034
12,11,23,197.526
12,16,13,3.622
12,10,11,3.003
12,14,3,0.794
12,12,7,1.749
12,21,1,177.054
12,9,20,4.331
12,18,9,2.707
12,20,21,3.383
12,2,0,1.051
12,5,22,1.029
12,10,24,4.22
12,1,4,0.453
12,7,3,4.314
12,12,1,0.314
12,8,22,1.047
12,10,17,2.15
12,8,7,0.474
12,22,12,6.455
12,12,24,0.267
12,18,19,2.842
12,6,0,3.393
12,22,21,1.829
12,3,15,0.43
12,3,9,1.542
12,5,12,3.936
12,11,2,189.665
12,8,6,1.951
12,7,21,1.593
12,0,20,2.13
12,10,6,1.594
12,14,18,1.051
12,9,10,1.622
12,8,13,1.724
12,10,0,4.964
12,15,15,0.431
12,11,7,194.297
12,15,10,1.063
12,22,17,2.442
12,20,0,2.442
12,21,17,195.051
12,7,20,4.485
12,22,8,2.118
12,21,24,2.287
12,0,23,0.277
12,1,19,0.456
12,20,3,1.389
12,7,24,3.508
12,5,24,2.668
12,6,1,1.534
12,8,24,3.898
12,8,9,2.53
12,5,20,3.934
12,12,11,4.483
12,22,19,2.837
12,9,18,1.565
12,3,20,3.247
12,3,11,3.002
12,21,22,0.647
12,14,7,0.262
12,21,5,0.593
12,15,1,0.93
12,7,10,1.86
12,4,15,0.454
12,5,23,0.453
12,14,2,0.318
12,22,5,6.939
12,11,11,0.087
12,7,22,1.01
12,3,13,1.146
12,16,7,0.454
12,0,16,0.065
12,21,6,0.834
12,16,4,3.528
12,2,8,1.136
12,17,0,2.884
12,9,6,1.748
12,0,19,2.539
12,6,23,0.454
12,7,11,4.118
12,19,13,3.326
12,6,4,4.629
12,1,9,91.786
12,22,9,5.204
12,19,17,2.446
12,12,14,2.724
12,3,8,2.027
12,12,23,1.196
12,19,15,0.456
12,5,2,4.254
12,1,16,0.202
12,0,22,1.074
12,0,12,2.382
12,17,12,4.016
12,17,10,1.549
12,18,23,0.452
12,11,24,2.718
12,9,7,0.472
12,1,5,0.434
12,10,22,0.99
12,7,8,5.07
12,8,8,5.743
12,8,11,4.207
12,12,20,3.433
12,10,16,6.932
12,16,2,1.168
12,10,21,1.504
12,11,13,1.909
12,3,21,1.175
12,10,12,4.425
12,20,22,0.956
12,6,5,5.076
12,6,15,0.46
12,2,7,0.264
12,6,17,2.454
12,17,7,0.458
12,4,21,3.701
12,19,23,0.452
12,2,16,1.202
12,21,18,1.039
12,16,14,0.963
12,17,6,1.118
12,21,2,170.9
12,4,2,1.533
12,19,16,7.586
12,4,9,1.884
12,10,13,4.335
12,20,2,0.861
12,1,15,0.109
12,11,6,1.727
12,14,16,1.781
12,5,8,3.614
12,3,16,2.185
12,19,6,1.12
12,16,24,3.182
12,5,9,2.115
12,8,23,0.454
12,12,15,2.047
12,3,4,2.671
12,21,21,1.158
12,11,20,1.956
12,10,23,0.343
12,14,21,2.34
12,13,20,0.469
12,19,4,4.343
12,3,17,1.595
12,2,23,0.262
12,20,17,1.795
12,10,19,1.56
12,9,4,4.702
12,6,22,1.054
12,1,23,0.129
12,15,16,3.294
12,18,15,0.459
12,0,4,3.377
12,11,1,190.847
12,11,15,197.228
12,3,3,1.818
12,20,7,0.343
12,12,12,4.186
12,17,1,1.71
12,4,7,0.465
12,1,2,0.303
12,17,18,1.124
12,21,13,0.524
12,4,13,3.782
12,16,23,0.452
12,0,3,3.791
12,3,12,2.96
12,16,11,3.445
12,7,7,0.474
12,0,11,2.836
12,18,3,4.05
12,19,5,3.984
12,19,9,2.802
12,6,8,4.354
12,6,10,1.764
12,13,19,0.467
12,2,12,1.58
12,3,2,1.124
12,12,18,4.326
12,15,11,2.642
12,22,20,2.376
12,18,1,2.061
12,16,19,0.1
12,7,12,4.295
12,12,2,0.58
12,6,24,3.097
12,16,10,1.357
12,5,15,0.459
12,2,6,0.679
12,1,17,86.013
12,10,14,1.176
12,21,14,0.672
12,18,11,3.951
12,0,7,0.29
12,19,20,3.512
12,10,10,1.6
12,3,5,3.168
12,7,14,1.216
12,18,22,0.908
12,15,18,1.239
12,14,1,0.341
12,22,15,4.541
12,9,13,4.746
12,15,20,2.992
12,11,22,0.944
12,1,3,0.448
12,20,6,1.006
12,6,12,4.164
12,12,19,4.079
12,6,6,1.762
12,3,18,1.104
12,14,19,0.924
12,10,1,0.965
12,9,1,2.015
12,16,6,1.054
12,18,21,2.769
12,21,23,189.976
12,6,16,4.858
12,19,22,0.965
12,20,18,1.421
12,8,17,2.299
12,4,16,3.109
12,10,5,2.2
12,12,4,1.42
12,4,19,3.357
12,2,15,0.262
12,14,8,1.279
12,19,14,0.892
12,2,21,1.951
12,18,18,1.288
12,18,24,4.53
12,15,21,3.119
12,15,14,0.865
12,9,15,0.459
12,7,6,1.916
12,14,5,0.911
12,16,5,3.679
12,7,15,0.46
12,22,0,0.366
12,5,13,3.897
12,21,7,206.096
12,9,21,3.931
12,18,20,2.899
12,15,24,2.358
12,2,18,0.728
12,6,3,4.014
12,19,19,3.401
12,21,10,1.305
12,0,5,2.608
12,14,11,0.053
12,2,24,1.109
12,4,11,3.371
12,19,11,4.007
12,6,11,3.942
12,2,4,1.862
12,4,1,1.361
12,14,10,0.633
12,12,5,3.406
12,22,23,0.523
12,20,5,0.172
12,17,19,1.937
12,4,23,0.45
12,18,4,4.371
12,10,4,2.645
12,17,5,3.985
12,4,0,2.307
12,10,3,0.156
12,0,2,3.524
12,8,20,4.448
12,0,24,0
12,15,19,2.871
12,4,8,2.844
12,6,18,1.596
12,16,0,2.243
12,19,10,1.694
12,1,10,0.311
12,21,16,5.293
12,2,5,0.923
12,6,21,3.741
12,16,1,1.337
12,16,12,3.74
12,15,0,1.618
12,17,16,5.849
12,18,5,4.167
12,4,22,0.963
12,18,8,6.212
12,18,13,3.288
12,2,13,1.829
12,3,10,1.219
12,15,22,0.917
12,1,22,0.262
12,5,21,3.794
12,13,17,148.805
12,14,17,1.168
12,7,9,2.438
12,18,0,3.52
12,13,4,0.453
12,15,6,0.912
12,21,8,6.391
12,7,4,4.877
12,21,15,205.3
12,13,10,0.338
12,14,20,2.129
12,5,5,2.068
12,12,8,0.962
12,13,8,0.234
12,13,24,0.287
12,20,1,169.852
12,5,3,3.621
12,13,14,0.263
12,22,6,6.758
12,2,22,0.646
12,9,2,2.281
12,15,8,2.403
12,0,9,1.253
12,19,2,1.889
12,18,14,2.217
12,16,21,2.579
12,11,18,1.841
12,18,17,2.242
12,11,17,196.02
12,22,11,6.73
12,17,24,3.94
12,4,6,1.179
12,15,3,0.108
12,22,1,2.214
12,11,9,195.598
12,4,12,3.588
12,10,7,0.359
12,2,11,0.775
12,0,13,1.83
12,13,15,8.411
12,11,19,2.085
12,14,12,2.685
12,7,2,1.975
12,16,20,2.796
12,11,14,1.181
12,15,4,2.929
12,18,10,1.646
12,19,7,0.459
12,5,16,4.018
12,12,6,2.79
12,5,1,1.552
12,19,3,4.159
12,16,8,3.59
12,2,2,0.726
12,5,17,2.336
12,7,16,5.567
12,7,1,1.742
12,8,4,4.954
12,1,11,0.451
12,15,5,3.348
12,17,23,0.451
12,4,5,1.485
12,9,14,1.186
12,14,24,1.471
12,13,18,0.34
12,4,18,1.368
12,22,2,4.638
12,0,17,1.227
12,1,18,0.316
12,0,6,1.631
12,0,10,2.951
12,2,17,0.748
12,2,14,0.652
12,14,0,0.984
12,13,11,0.458
12,19,18,1.439
12,17,3,3.452
12,17,4,4.019
12,11,0,3.573
12,19,21,3.458
12,5,10,1.632
12,12,17,2.367
12,22,14,5.681
12,12,21,2.701
12,19,0,3.833
12,17,11,3.868
12,2,20,1.751
12,7,5,4.835
12,16,15,0.451
12,2,10,0.86
12,3,19,2.725
12,3,24,1.706
12,10,9,1.762
12,11,10,1.717
12,16,17,1.92
12,9,0,4.893
12,10,20,4.407
12,7,13,3.987
12,12,22,1.857
12,1,7,0.112
12,9,23,0.453
12,9,12,4.636
12,0,21,1.648
12,9,11,0.236
12,22,22,1.186
12,10,15,0.349
12,17,13,3.844
12,6,13,4.022
12,1,6,0.265
12,15,17,2.022
12,18,7,0.459
12,22,13,6.112
12,15,13,3.328
12,15,9,1.677
12,15,23,0.433
12,18,12,3.858
12,5,14,1.141
12,17,15,0.454
12,18,16,6.941
12,20,13,1.394
12,8,16,6.252
12,20,10,1.672
12,11,8,4.137
12,16,9,2.174
12,4,10,1.457
12,13,5,0.431
12,8,18,1.436
12,13,9,169.468
12,4,4,3.226
12,17,21,0.108
12,14,13,0.979
12,1,12,0.451
12,2,19,1.565
12,4,24,2.212
12,13,21,0.443
12,17,14,1.06
12,17,22,0.794
12,0,18,2.715
12,3,7,0.437
12,16,22,1.979
12,8,14,1.151
12,8,15,0.46
12,9,8,6.257
12,8,12,4.795
12,8,10,1.91
12,17,2,1.508
12,20,11,4.001
12,11,21,1.873
12,9,22,1.054
12,10,8,6.287
12,4,17,1.994
12,19,8,7.346
12,22,4,7.124
12,12,13,3.489
12,13,22,0.264
12,6,20,4.036
12,5,0,2.883
12,19,12,3.881
12,21,19,1.221
12,7,0,3.912
12,22,7,5.307
12,9,5,2.074
12,20,20,3.402
12,9,9,2.316
12,6,2,1.666
12,5,7,0.47
12,0,1,1.339
12,6,19,3.705
12,19,24,4.777
12,15,7,0.43
12,4,3,2.638
12,1,24,0.278
12,20,9,2.086
12,3,22,0.829
12,7,23,0.453
12,20,24,4.379
12,8,2,2.202
12,12,10,4.757
12,1,13,0.431
12,6,7,0.473
12,11,16,5.142
12,15,12,3.309
12,3,0,1.693
12,8,5,4.712
12,3,6,1.059
12,22,16,1.005
12,5,6,1.279
12,21,11,1.573
12,9,24,4.215
12,13,7,1.032
12,14,23,0.264
12,3,14,0.863
12,5,19,3.708
12,12,3,1.66
12,21,3,1.315
12,9,17,2.47
12,7,18,1.307
12,7,17,2.187
12,6,14,1.195
12,8,3,4.488
12,7,19,0.208
12,6,9,2.294
12,1,14,0.262
12,14,9,0.766
12,17,9,2.508
12,20,16,7.302
12,14,14,0.645
12,18,6,1.134
12,18,2,1.782
12,0,15,0.28
12,5,4,3.968
12,14,22,0.688
12,1,8,0.202
12,20,19,3.284
12,13,3,0.294
12,12,0,0.555
12,21,20,1.242
12,13,0,0.275
12,16,16,4.593
12,20,4,2.935
12,19,1,1.762
12,8,19,3.342
12,13,1,0.134
12,13,2,0.25
12,17,17,2.008
12,14,6,0.639
12,22,10,6.735
12,12,16,1.009
12,10,2,1.136
12,2,1,0.498
12,5,11,3.692
12,21,4,1.171
12,1,20,0.454
12,3,1,1.017
12,13,16,0.229
12,13,12,0.464
12,2,3,0.018
12,12,9,3.397
12,1,1,109.179
12,20,14,0.904
12,15,2,0.761
12,13,23,0.606
12,21,12,1.687
12,22,24,0.117
12,9,3,4.287
12,1,0,0.34
12,17,20,2.007
12,14,4,2.222
12,21,0,1.354
12,0,14,1.18
12,9,19,3.793
12,11,12,2.055
12,17,8,4.878
12,1,21,0.432
12,8,1,1.935
12,4,20,3.693
12,20,8,7.672
12,21,9,196.512
12,22,18,3.133
12,10,18,1.824
12,3,23,0.428
12,11,3,0.234
14,21,8,7.078
14,18,13,3.404
14,13,16,2.212
14,4,17,2.06
14,12,10,5.617
14,22,10,7.28
14,21,12,1.744
14,22,8,2.448
14,2,9,0.821
14,12,21,2.748
14,11,11,0.093
14,1,14,0.297
14,5,2,4.357
14,9,17,2.533
14,21,1,201.901
14,15,2,0.762
14,6,11,4.11
14,1,21,0.492
14,19,16,8.303
14,18,14,2.284
14,11,3,0.284
14,11,2,191.783
14,12,8,1.328
14,21,10,1.361
14,3,7,0.498
14,13,3,0.334
14,5,10,1.673
14,0,5,2.653
14,1,15,0.117
14,10,24,4.289
14,21,19,1.313
14,5,17,2.411
14,17,15,0.519
14,17,0,2.925
14,14,6,0.644
14,17,17,2.077
14,6,2,1.711
14,16,16,5.501
14,3,6,1.067
14,12,17,2.982
14,8,22,1.055
14,15,4,3.014
14,8,7,0.542
14,20,12,4.373
14,8,17,2.357
14,17,13,3.927
14,9,9,2.379
14,10,19,1.595
14,20,2,0.929
14,6,3,4.157
14,0,3,3.882
14,7,17,2.246
14,22,20,4.349
14,0,4,3.445
14,17,18,1.158
14,5,9,2.174
14,21,7,206.679
14,15,3,0.112
14,15,0,1.635
14,11,17,196.31
14,19,21,3.526
14,13,5,0.494
14,8,16,6.426
14,4,23,0.513
14,20,17,1.861
14,12,7,2.673
14,21,18,1.091
14,12,5,4.174
14,0,9,1.49
14,4,15,0.518
14,13,23,0.621
14,8,1,1.995
14,16,17,1.965
14,13,17,194.214
14,17,24,4.025
14,16,8,4.938
14,7,8,5.207
14,1,0,0.444
14,14,8,3.225
14,9,5,2.121
14,7,13,4.065
14,3,10,1.239
14,0,18,2.775
14,18,18,1.335
14,8,15,0.525
14,5,11,3.846
14,3,20,3.343
14,9,7,0.539
14,17,16,6.679
14,2,12,1.702
14,6,0,3.475
14,17,21,0.113
14,11,24,2.763
14,0,12,2.42
14,3,14,0.868
14,0,13,1.854
14,14,22,0.692
14,8,24,3.966
14,2,24,1.118
14,13,1,3.924
14,5,0,2.958
14,4,13,3.842
14,4,3,2.776
14,2,7,0.299
14,13,9,196.655
14,2,8,1.17
14,11,14,1.206
14,1,24,0.278
14,15,14,0.872
14,8,13,1.754
14,21,2,196.524
14,17,3,3.608
14,8,10,1.964
14,12,23,1.214
14,4,7,0.531
14,17,6,1.129
14,20,24,4.597
14,19,24,4.931
14,22,16,1.503
14,7,19,0.219
14,19,4,4.486
14,2,4,1.927
14,5,19,3.863
14,3,2,1.14
14,1,3,0.512
14,5,14,1.151
14,19,7,0.525
14,16,11,3.587
14,1,19,0.522
14,7,4,4.997
14,14,11,0.056
14,12,24,0.274
14,2,0,1.119
14,6,23,0.518
14,5,5,2.101
14,22,3,7.677
14,2,13,1.897
14,14,12,2.743
14,10,10,1.636
14,8,11,4.355
14,10,9,1.81
14,15,1,0.962
14,13,13,0.497
14,19,10,1.753
14,7,23,0.518
14,22,11,7.312
14,13,20,0.537
14,8,5,4.787
14,10,22,0.996
14,20,1,196.082
14,22,22,3.598
14,13,11,0.523
14,16,24,3.243
14,9,8,6.426
14,5,18,1.596
14,20,21,3.453
14,12,16,1.259
14,16,14,0.972
14,8,4,5.085
14,13,12,0.531
14,7,16,5.725
14,10,7,0.409
14,21,15,205.978
14,16,19,0.109
14,6,24,3.15
14,20,13,1.415
14,18,5,4.251
14,4,16,3.205
14,4,11,3.505
14,3,9,1.586
14,11,15,198.733
14,20,7,0.391
14,14,2,0.319
14,2,17,0.813
14,14,20,2.241
14,19,3,4.327
14,3,23,0.487
14,2,3,0.02
14,4,0,2.372
14,9,16,7.035
14,22,7,5.695
14,1,22,0.296
14,0,23,0.277
14,4,12,3.703
14,18,16,7.714
14,20,0,3.392
14,8,21,4.3
14,5,22,1.037
14,16,5,3.748
14,11,0,3.747
14,4,2,1.563
14,22,24,0.192
14,12,15,3.347
14,1,5,0.495
14,12,11,5.411
14,10,3,0.174
14,2,18,0.751
14,11,9,196.515
14,2,16,1.242
14,4,10,1.488
14,20,9,2.161
14,19,15,0.521
14,8,6,1.985
14,19,14,0.907
14,21,21,1.216
14,19,2,1.945
14,12,2,1.154
14,17,7,0.524
14,4,9,1.934
14,6,7,0.541
14,5,12,4.064
14,13,0,0.275
14,7,5,4.901
14,6,6,1.785
14,22,4,7.692
14,14,17,1.253
14,4,1,1.403
14,9,15,0.524
14,12,1,1.776
14,12,3,2.356
14,19,22,0.973
14,7,1,1.798
14,5,24,2.711
14,16,22,2.046
14,15,12,3.398
14,16,21,2.685
14,3,19,2.873
14,17,10,1.595
14,5,6,1.288
14,8,18,1.466
14,5,1,1.613
14,17,11,4.033
14,4,8,2.918
14,8,20,4.552
14,1,4,0.517
14,18,10,1.701
14,12,22,1.884
14,20,23,0.375
14,22,18,4.816
14,6,5,5.143
14,15,9,1.731
14,22,0,4.197
14,8,2,2.258
14,19,1,1.869
14,20,11,4.145
14,15,8,3.969
14,2,5,0.933
14,3,0,1.755
14,0,8,0.082
14,3,11,3.104
14,20,10,1.722
14,19,12,4.041
14,10,2,1.169
14,14,3,0.803
14,20,19,3.438
14,7,20,4.581
14,4,4,3.312
14,22,2,6.232
14,20,16,7.985
14,10,20,4.489
14,18,11,4.14
14,18,12,4.023
14,6,21,3.81
14,10,17,2.198
14,1,12,0.515
14,3,5,3.215
14,14,16,3.147
14,11,19,2.141
14,16,10,1.391
14,19,13,3.422
14,6,10,1.812
14,15,24,2.397
14,10,13,4.409
14,5,7,0.537
14,10,1,1.015
14,13,10,0.4
14,17,9,2.591
14,5,15,0.524
14,4,5,1.506
14,16,1,1.374
14,13,4,0.518
14,15,21,3.197
14,20,14,0.912
14,4,21,3.758
14,7,24,3.57
14,15,6,0.919
14,0,16,0.092
14,11,23,197.551
14,20,8,8.566
14,22,15,5
14,6,17,2.529
14,2,14,0.656
14,1,6,0.3
14,1,11,0.515
14,14,5,0.92
14,7,21,1.615
14,4,19,3.508
14,16,12,3.853
14,12,20,3.503
14,16,18,1.066
14,19,20,3.641
14,6,20,4.161
14,7,7,0.542
14,18,15,0.525
14,7,0,4.003
14,17,20,2.17
14,19,18,1.489
14,13,6,0.328
14,18,2,1.829
14,15,10,1.083
14,14,4,2.284
14,0,14,1.189
14,22,12,7.051
14,17,19,2.14
14,8,8,5.899
14,15,13,3.378
14,12,13,4.649
14,14,7,0.327
14,2,2,0.732
14,19,17,2.538
14,8,14,1.161
14,9,10,1.661
14,3,8,2.082
14,3,4,2.771
14,1,7,0.12
14,4,14,1.049
14,10,14,1.187
14,22,9,5.659
14,17,2,1.541
14,7,10,1.914
14,22,17,3.699
14,14,14,0.65
14,9,12,4.745
14,9,4,4.815
14,1,2,0.361
14,3,17,1.654
14,12,6,3.616
14,20,6,1.015
14,18,4,4.514
14,17,8,6.093
14,14,1,0.371
14,17,23,0.515
14,8,9,2.604
14,5,20,4.054
14,17,5,4.064
14,9,22,1.063
14,0,24,0
14,14,15,0.333
14,10,4,3.051
14,11,21,1.909
14,9,24,4.289
14,11,12,2.128
14,8,23,0.518
14,14,9,0.814
14,11,4,166.998
14,18,19,3.034
14,0,7,0.29
14,21,17,195.784
14,19,5,4.061
14,19,19,3.575
14,0,11,2.885
14,0,15,0.28
14,0,21,1.671
14,8,3,4.642
14,9,0,5.003
14,17,12,4.149
14,11,5,2.491
14,12,9,4.467
14,15,16,4.337
14,5,8,3.709
14,11,18,1.884
14,7,9,2.511
14,13,24,0.287
14,6,4,4.734
14,22,23,2.919
14,6,9,2.362
14,13,15,190.29
14,6,13,4.102
14,9,18,1.599
14,15,11,2.752
14,13,19,0.534
14,0,22,1.082
14,21,13,0.53
14,0,19,2.581
14,7,22,1.018
14,9,11,0.249
14,20,20,3.521
14,21,20,1.319
14,1,8,0.222
14,5,13,3.971
14,14,10,0.636
14,21,4,1.254
14,1,1,172.272
14,14,13,0.988
14,8,12,4.915
14,0,6,1.65
14,21,16,6.017
14,13,7,173.961
14,4,22,0.969
14,2,23,0.297
14,18,24,4.646
14,6,18,1.642
14,11,7,195.33
14,3,16,2.251
14,17,4,4.152
14,6,15,0.525
14,20,4,3.065
14,1,9,151.633
14,15,5,3.399
14,10,0,5.084
14,4,24,2.245
14,18,21,2.823
14,11,22,0.963
14,18,20,3.035
14,6,12,4.302
14,4,6,1.186
14,22,5,7.496
14,21,14,0.695
14,4,18,1.408
14,2,15,0.297
14,10,18,1.858
14,7,14,1.228
14,9,14,1.198
14,7,15,0.525
14,20,15,0.382
14,1,16,0.221
14,21,11,1.654
14,14,0,0.992
14,9,13,4.82
14,0,17,1.436
14,18,0,3.584
14,4,20,3.802
14,16,0,2.27
14,16,2,1.185
14,16,4,3.642
14,11,1,192.635
14,15,15,0.495
14,3,15,0.489
14,3,24,1.729
14,22,14,6.321
14,13,21,0.505
14,16,15,0.515
14,9,2,2.338
14,10,6,1.617
14,21,0,5.599
14,12,4,2.486
14,21,24,2.774
14,17,14,1.073
14,10,5,2.274
14,10,8,6.464
14,17,1,1.76
14,1,20,0.519
14,13,8,2.586
14,22,19,4.682
14,7,18,1.334
14,20,18,1.466
14,18,3,4.223
14,22,21,3.975
14,16,23,0.516
14,2,21,2.013
14,0,10,3.023
14,1,17,144.96
14,10,11,3.103
14,3,1,1.056
14,9,20,4.44
14,19,0,3.995
14,18,22,0.916
14,18,6,1.145
14,6,16,5
14,6,8,4.471
14,16,9,2.242
14,21,9,197.001
14,15,23,0.493
14,19,6,1.132
14,18,1,2.123
14,16,6,1.063
14,11,20,2.011
14,2,19,1.726
14,22,6,7.322
14,21,23,203.184
14,7,2,2.027
14,18,17,2.33
14,9,3,4.433
14,2,20,1.874
14,3,3,1.937
14,15,17,2.083
14,13,18,0.408
14,19,9,2.906
14,1,23,0.132
14,9,6,1.776
14,18,23,0.516
14,3,21,1.189
14,11,16,5.429
14,15,22,0.928
14,19,23,0.516
14,15,18,1.265
14,9,21,3.996
14,20,22,0.965
14,10,16,7.137
14,12,0,0.712
14,5,16,4.139
14,9,1,2.076
14,11,10,1.763
14,7,11,4.29
14,22,1,6.1
14,14,18,1.071
14,9,19,3.914
14,14,24,1.486
14,7,3,4.462
14,5,21,3.861
14,14,19,0.951
14,19,8,8.373
14,2,22,0.649
14,12,18,4.476
14,0,1,1.703
14,16,3,2.633
14,18,8,7.337
14,10,15,0.398
14,11,8,4.362
14,0,20,2.162
14,15,20,3.12
14,1,18,0.375
14,11,6,1.765
14,8,0,4.533
14,20,3,1.441
14,8,19,3.449
14,7,12,4.438
14,13,2,0.545
14,15,7,0.494
14,21,22,0.684
14,14,21,2.404
14,6,19,3.851
14,3,18,1.136
14,0,2,3.656
14,17,22,0.805
14,21,5,0.65
14,5,4,4.045
14,5,23,0.517
14,20,5,0.177
14,3,12,3.059
14,6,22,1.063
14,2,10,0.871
14,22,13,6.722
14,6,1,1.588
14,13,22,0.298
14,21,6,0.855
14,6,14,1.207
14,10,23,0.389
14,16,13,3.689
14,21,3,1.415
14,18,9,2.804
14,13,14,0.333
14,5,3,3.766
14,15,19,2.982
14,9,23,0.517
14,3,22,0.833
14,12,14,4.1
14,1,13,0.492
14,7,6,1.948
14,18,7,0.525
14,1,10,0.369
14,10,12,4.536
14,12,12,5.197
14,0,0,0.063
14,16,20,2.944
14,2,1,0.55
14,2,6,0.682
14,12,19,4.173
14,16,7,0.519
14,19,11,4.198
14,11,13,1.963
14,14,23,0.299
14,2,11,0.794
14,10,21,1.522
14,3,13,1.162
16,17,18,1.183
16,11,16,5.693
16,20,7,0.427
16,4,13,3.888
16,6,10,1.848
16,0,2,3.883
16,17,4,4.255
16,19,1,1.915
16,20,14,0.918
16,14,13,0.995
16,13,3,0.398
16,21,15,206.612
16,19,5,4.122
16,15,22,0.935
16,4,24,2.269
16,16,2,1.21
16,12,12,8.476
16,9,21,4.044
16,10,15,0.432
16,5,23,0.561
16,2,2,0.737
16,13,6,0.377
16,9,22,1.07
16,17,2,1.573
16,10,14,1.196
16,8,21,4.345
16,19,18,1.524
16,8,16,6.56
16,4,3,2.874
16,1,4,0.561
16,20,21,3.504
16,1,1,202.775
16,4,11,3.603
16,15,6,0.925
16,14,21,2.454
16,6,13,4.162
16,3,24,1.745
16,21,9,198.431
16,21,14,0.714
16,19,11,4.335
16,15,24,2.43
16,22,12,7.663
16,11,24,2.799
16,21,22,0.7
16,1,8,0.971
16,13,15,211.121
16,17,10,1.63
16,6,4,4.813
16,16,5,3.804
16,17,16,8.148
16,4,12,3.787
16,5,9,2.219
16,8,11,4.461
16,16,19,0.115
16,10,22,1.002
16,19,4,4.592
16,15,17,2.126
16,11,20,2.052
16,0,8,0.162
16,7,23,0.561
16,6,16,5.114
16,3,22,0.837
16,9,3,4.531
16,2,17,0.877
16,12,15,5.842
16,9,12,4.827
16,14,3,0.814
16,17,6,1.137
16,17,11,4.153
16,13,12,0.58
16,18,21,2.864
16,12,22,2
16,8,3,4.754
16,14,23,0.333
16,18,9,2.903
16,22,16,1.694
16,15,1,1.004
16,21,10,1.404
16,21,13,0.534
16,16,12,3.941
16,14,24,1.51
16,22,9,6.263
16,6,24,3.187
16,12,5,7.982
16,11,10,1.804
16,0,20,2.186
16,6,0,4.9
16,11,9,197.556
16,3,20,3.413
16,13,2,160.564
16,20,9,2.23
16,22,1,7.275
16,7,19,0.227
16,15,18,1.283
16,7,0,5.338
16,8,24,4.015
16,2,21,2.06
16,5,22,1.043
16,13,14,0.376
16,8,6,2.013
16,18,8,12.334
16,10,18,1.884
16,11,8,4.764
16,8,4,5.18
16,21,17,196.192
16,15,4,3.081
16,8,8,6.046
16,22,3,9.929
16,5,1,1.664
16,0,16,0.177
16,1,0,2.62
16,8,13,1.777
16,5,12,4.159
16,2,16,1.503
16,7,9,2.565
16,9,23,0.561
16,16,6,1.07
16,8,18,1.488
16,9,15,0.569
16,12,17,3.114
16,2,13,1.947
16,14,2,0.382
16,21,16,6.762
16,19,21,3.578
16,0,1,2.335
16,22,0,5.473
16,20,18,1.5
16,4,8,3.162
16,22,23,2.944
16,3,21,1.201
16,2,10,0.88
16,20,10,1.761
16,9,6,1.798
16,20,8,12.572
16,12,0,1.163
16,5,15,0.568
16,6,18,1.674
16,3,14,0.872
16,15,11,2.834
16,5,5,2.128
16,10,9,1.846
16,8,7,0.587
16,2,1,0.591
16,9,0,6.179
16,4,22,0.974
16,12,8,2.017
16,14,11,0.058
16,3,1,1.089
16,22,21,4.017
16,13,16,3.653
16,12,3,8.357
16,14,15,0.376
16,9,16,7.182
16,17,21,0.117
16,16,4,3.731
16,22,5,9.916
16,6,1,1.633
16,11,17,196.566
16,4,21,3.8
16,3,15,0.53
16,21,19,1.374
16,16,8,10.139
16,20,19,3.547
16,9,5,2.155
16,11,0,4.61
16,2,9,0.877
16,18,0,3.653
16,15,23,0.535
16,16,20,3.049
16,4,0,4.038
16,16,13,3.742
16,17,5,4.127
16,10,19,1.62
16,11,4,199.623
16,7,1,1.844
16,16,22,2.097
16,13,18,0.442
16,12,20,3.614
16,2,14,0.659
16,12,16,1.395
16,19,14,0.918
16,19,19,3.698
16,2,18,0.767
16,9,9,2.425
16,6,7,0.587
16,3,6,1.073
16,11,3,0.319
16,19,15,0.566
16,20,2,0.952
16,2,22,0.652
16,6,8,4.638
16,11,1,194.056
16,10,5,2.323
16,21,12,1.787
16,21,11,1.713
16,5,17,2.466
16,16,0,2.329
16,10,20,4.55
16,18,24,4.704
16,18,20,3.131
16,13,22,0.332
16,21,5,0.694
16,14,5,0.927
16,18,2,1.868
16,0,13,1.872
16,9,14,1.206
16,20,6,1.021
16,14,16,4.789
16,4,23,0.556
16,0,15,0.28
16,1,24,0.278
16,6,12,4.404
16,22,8,3.431
16,7,24,3.613
16,12,6,6.867
16,22,19,4.74
16,10,6,1.636
16,2,24,1.124
16,0,19,2.616
16,15,20,3.214
16,16,10,1.418
16,7,2,2.066
16,21,0,6.304
16,18,15,0.572
