time,xcoord,ycoord,depth
22,12,9,9.734
22,20,9,2.383
22,21,5,1.976
22,17,11,4.378
22,8,6,2.067
22,19,22,0.992
22,22,6,31.076
22,20,1,238.997
22,18,24,6.963
22,7,21,1.675
22,21,18,1.227
22,0,0,16.354
22,14,3,0.832
22,14,5,0.939
22,11,19,2.359
22,4,13,3.981
22,20,13,1.462
22,21,7,224.683
22,7,22,1.035
22,11,11,0.191
22,10,12,4.955
22,21,22,0.753
22,16,4,3.895
22,21,4,2.307
22,18,14,2.431
22,1,7,109.902
22,3,24,6.259
22,17,24,5.531
22,10,7,0.508
22,3,22,0.844
22,18,9,3.083
22,8,12,5.194
22,8,22,1.074
22,4,24,5.081
22,9,15,0.648
22,5,19,4.193
22,6,5,5.304
22,7,20,4.897
22,22,21,18.728
22,1,14,0.385
22,14,8,14.71
22,20,0,43.997
22,9,3,4.776
22,8,9,2.813
22,12,5,13.866
22,1,0,17.89
22,20,23,0.47
22,10,18,2.129
22,17,20,2.49
22,10,15,0.494
22,5,16,4.715
22,8,19,4.997
22,11,5,2.753
22,22,10,20.329
22,4,14,1.065
22,16,5,3.906
22,16,8,19.253
22,12,21,5.134
22,1,9,197.835
22,12,23,3.639
22,11,9,198.832
22,18,21,2.944
22,1,3,0.634
22,17,19,2.513
22,13,0,20.709
22,2,1,0.647
22,0,17,3.067
22,8,20,4.924
22,11,24,3.078
22,6,12,4.602
22,13,23,207.354
22,10,20,4.721
22,7,3,4.772
22,19,4,5.001
22,16,19,0.128
22,9,1,2.263
22,15,14,0.885
22,21,3,2.025
22,22,8,20.479
22,9,6,1.841
22,11,4,204.817
22,22,3,40.446
22,5,14,1.173
22,3,14,0.879
22,14,2,0.435
22,1,18,0.486
22,21,2,239.392
22,20,18,1.566
22,18,15,0.656
22,8,24,4.732
22,5,5,2.182
22,9,23,0.638
22,7,18,2.095
22,7,6,2.023
22,2,19,2.03
22,3,20,3.549
22,12,4,15.249
22,8,17,3.205
22,21,12,1.91
22,19,3,4.791
22,5,9,2.303
22,16,3,2.89
22,14,9,0.876
22,13,1,219.851
22,8,15,0.649
22,9,24,4.854
22,12,16,6.087
22,14,12,2.872
22,10,14,1.213
22,9,0,18.833
22,3,5,3.321
22,11,13,2.11
22,6,4,4.968
22,19,12,4.379
22,21,6,0.964
22,2,6,0.69
22,0,14,1.239
22,22,0,58.63
22,16,10,1.467
22,8,10,2.116
22,19,20,3.913
22,17,14,1.103
22,12,20,5.717
22,13,17,198.85
22,10,4,3.41
22,17,1,1.956
22,6,18,1.775
22,10,23,0.48
22,4,20,4.036
22,0,12,2.514
22,0,5,3.923
22,22,7,25.387
22,22,11,20.52
22,1,5,0.612
22,15,8,17.113
22,5,6,1.308
22,10,13,4.594
22,3,23,0.604
22,3,7,0.617
22,20,2,1.187
22,12,24,0.331
22,15,13,3.492
22,0,15,0.341
22,15,9,1.87
22,8,5,4.947
22,19,6,1.163
22,21,24,8.816
22,22,2,45.087
22,12,2,16.115
22,11,3,1.539
22,10,22,1.012
22,0,18,4.955
22,12,7,9.398
22,19,17,2.757
22,5,11,4.169
22,14,20,2.483
22,5,2,4.592
22,1,24,9.963
22,2,21,2.152
22,16,9,2.438
22,3,3,2.176
22,18,22,0.936
22,9,10,2.328
22,6,3,4.457
22,16,18,1.095
22,17,13,4.113
22,10,16,8.431
22,12,18,6.419
22,19,21,3.678
22,13,7,216.007
22,3,15,0.605
22,5,21,4.015
22,14,17,1.333
22,19,23,0.638
22,9,20,4.787
22,14,11,0.062
22,0,9,2.072
22,10,6,1.67
22,8,21,4.455
22,0,3,7.061
22,0,2,7.936
22,13,8,11.247
22,1,17,195.896
22,2,14,0.667
22,19,11,4.587
22,19,18,1.591
22,7,9,2.674
22,16,0,28.779
22,14,15,0.429
22,7,13,4.24
22,18,2,1.953
22,15,15,0.617
22,3,21,1.223
22,7,0,18.944
22,4,11,3.788
22,7,23,0.639
22,21,15,217.571
22,0,21,8.29
22,13,9,206.059
22,22,23,18.439
22,9,5,2.219
22,22,19,19.191
22,2,22,0.66
22,1,13,0.608
22,4,2,1.636
22,3,0,18.947
22,15,7,0.624
22,5,8,4.242
22,4,15,0.64
22,4,4,3.491
22,17,17,2.245
22,11,22,1.013
22,19,5,4.355
22,8,8,6.515
22,0,1,8.318
22,3,9,1.679
22,3,17,1.779
22,11,20,2.159
22,2,8,1.855
22,18,17,2.538
22,13,18,0.505
22,2,0,18.026
22,20,3,1.875
22,4,5,1.559
22,2,10,0.895
22,12,22,4.555
22,20,5,1.725
22,1,16,1.446
22,15,12,3.601
22,5,22,1.056
22,16,11,3.89
22,3,6,1.087
22,6,2,1.814
22,14,14,0.659
22,20,10,1.836
22,0,16,0.343
22,21,9,210.725
22,18,4,4.851
22,13,24,0.853
22,12,19,6.259
22,11,21,2.002
22,18,19,3.406
22,10,10,2.29
22,2,2,0.745
22,7,1,1.967
22,11,10,2.425
22,7,12,4.743
22,9,21,4.156
22,16,2,1.253
22,1,6,0.391
22,2,4,2.068
22,11,17,197.727
22,6,11,4.456
22,14,18,1.112
22,10,8,7.44
22,7,11,4.652
22,14,4,2.427
22,5,10,1.76
22,16,21,2.912
22,15,4,3.206
22,19,9,3.198
22,7,8,5.775
22,13,16,6.945
22,14,6,0.654
22,9,18,2.016
22,6,7,0.668
22,9,19,4.703
22,19,10,1.882
22,18,13,3.655
22,8,13,1.824
22,2,9,0.912
22,21,17,205.823
22,1,15,102.439
22,11,18,2.137
22,14,16,8.461
22,18,5,4.454
22,12,6,11.724
22,11,0,16.772
22,9,2,2.49
22,9,14,1.223
22,21,10,1.513
22,20,15,0.478
22,19,7,0.661
22,10,0,18.38
22,14,7,0.431
22,0,11,3.007
22,3,4,2.984
22,20,12,4.605
22,13,2,223.032
22,15,20,3.398
22,8,2,2.397
22,17,22,0.829
22,21,23,215.04
22,9,12,5.105
22,7,7,0.669
22,5,23,0.639
22,5,1,1.798
22,20,8,22.603
22,12,12,11.977
22,0,13,1.926
22,13,21,0.634
22,5,13,4.134
22,21,13,0.559
22,1,23,215.221
22,19,0,38.774
22,10,5,2.388
22,14,23,0.425
22,5,24,4.655
22,16,23,0.638
22,6,22,1.083
22,11,23,200.328
22,21,8,21.7
22,10,17,2.547
22,9,16,8.239
22,18,6,1.173
22,11,6,1.863
22,4,6,1.205
22,4,7,0.655
22,4,23,0.634
22,2,24,8.387
22,18,23,0.639
22,16,7,0.654
22,7,15,0.649
22,4,10,1.555
22,0,6,2.046
22,10,11,5.074
22,21,11,1.859
22,13,6,0.43
22,16,15,0.642
22,18,10,1.822
22,17,7,0.66
22,15,23,0.613
22,11,2,205.233
22,3,11,3.319
22,6,16,5.636
22,8,7,0.669
22,1,22,0.407
22,5,18,1.696
22,4,21,3.884
22,2,15,0.384
22,14,21,2.559
22,18,0,34.509
22,17,21,0.124
22,7,10,2.033
22,5,17,2.576
22,16,24,4.076
22,18,7,0.662
22,11,15,205.069
22,17,10,1.696
22,13,5,0.621
22,4,3,3.053
22,8,14,1.184
22,11,12,2.376
22,16,14,0.989
22,17,4,4.447
22,10,3,1.601
22,20,4,5.132
22,5,3,4.063
22,13,11,0.653
22,19,14,0.94
22,7,16,6.607
22,10,1,1.186
22,22,20,18.86
22,1,21,0.612
22,22,4,36.572
22,7,2,2.149
22,5,4,4.211
22,7,19,1.847
22,0,10,3.203
22,3,12,3.271
22,13,22,0.426
22,17,2,1.636
22,0,8,0.168
22,0,23,13.242
22,2,5,0.956
22,10,24,4.703
22,0,24,14.84
22,11,14,1.273
22,3,16,2.882
22,1,1,214.389
22,20,7,0.494
22,6,23,0.639
22,9,11,1.95
22,9,22,1.083
22,22,17,16.633
22,17,9,2.833
22,9,8,7.203
22,19,13,3.633
22,22,13,21.001
22,15,18,1.32
22,6,8,5.015
22,3,10,1.284
22,18,8,22.193
22,0,22,10.226
22,17,3,3.939
22,6,14,1.233
22,10,9,2.418
22,13,3,0.49
22,13,14,0.429
22,8,3,4.963
22,14,24,1.848
22,18,12,4.371
22,20,21,3.605
22,4,12,3.95
22,16,17,2.08
22,15,10,1.127
22,4,17,2.201
22,15,1,1.109
22,0,4,5.698
22,6,24,4.557
22,6,0,18.971
22,18,16,15.666
22,17,23,0.637
22,21,16,15.3
22,22,14,21.542
22,21,21,1.359
22,17,6,1.153
22,9,4,5.023
22,19,2,2.1
22,0,20,6.697
22,2,16,2.044
22,15,17,2.214
22,15,19,3.215
22,1,12,0.637
22,8,23,0.639
22,3,18,1.202
22,14,0,26.181
22,20,11,4.451
22,18,11,4.531
22,14,13,1.007
22,15,16,10.628
22,6,17,2.747
22,19,19,3.924
22,9,9,3.042
24,18,23,0.675
24,17,16,47.363
24,17,0,105.929
24,18,6,1.191
24,18,7,0.806
24,3,22,0.849
24,11,17,219.095
24,21,12,2.249
24,1,10,0.496
24,5,5,2.195
24,5,6,1.313
24,11,24,11.461
24,3,15,0.642
24,0,13,8.261
24,13,19,0.699
24,2,14,0.672
24,8,12,5.236
24,0,15,6.754
24,15,10,1.142
24,3,9,1.711
24,12,20,21.644
24,13,21,0.664
24,21,0,136.61
24,21,18,1.37
24,20,7,0.659
24,19,20,3.962
24,1,7,212.813
24,9,11,1.969
24,3,23,0.638
24,2,11,0.841
24,22,23,42.191
24,2,6,0.694
24,6,14,1.24
24,10,17,2.721
24,19,16,50.335
24,15,6,0.944
24,18,4,4.914
24,14,7,0.501
24,2,8,10.659
24,19,1,3.886
24,6,4,5.005
24,6,5,5.332
24,0,5,14.36
24,6,15,0.688
24,10,13,4.636
24,13,4,0.762
24,5,21,4.046
24,7,9,2.755
24,4,3,3.095
24,13,3,0.605
24,5,20,4.364
24,2,21,2.185
24,20,11,4.555
24,3,16,17.709
24,10,8,38.331
24,12,24,7.314
24,16,15,0.708
24,4,19,3.871
24,21,11,2.237
24,10,19,1.783
24,4,11,3.831
24,12,7,55.638
24,6,1,1.919
24,20,8,85.061
24,8,4,5.406
24,17,11,4.433
24,1,21,0.648
24,9,3,4.836
24,5,23,0.672
24,2,22,0.665
24,15,5,3.553
24,15,22,0.957
24,16,2,1.495
24,21,6,1.29
24,6,18,1.798
24,4,2,1.665
24,15,11,3.026
24,22,17,49.578
24,14,17,1.442
24,4,17,2.293
24,21,5,2.621
24,11,22,1.042
24,9,15,0.692
24,7,2,2.206
24,7,14,1.263
24,5,10,1.775
24,2,23,0.444
24,21,22,0.804
24,2,16,14.644
24,21,13,0.644
24,20,6,1.101
24,7,0,55.372
24,17,14,1.114
24,14,10,0.648
24,7,3,4.826
24,16,13,3.874
24,18,10,1.878
24,16,24,17.485
24,0,21,16.179
24,0,18,15.011
24,15,24,14.39
24,22,7,93.512
24,18,19,3.466
24,10,24,14.501
24,4,7,0.678
24,16,17,2.276
24,8,22,1.08
24,17,23,0.671
24,8,11,4.807
24,19,9,3.927
24,5,12,4.387
24,10,20,4.759
24,1,1,238.06
24,16,1,2.055
24,16,11,3.939
24,3,4,3.018
24,12,22,16.622
24,2,17,0.962
24,16,12,4.149
24,2,13,2.075
24,14,18,1.122
24,12,14,44.137
24,4,10,1.567
24,19,11,4.662
24,18,11,4.595
24,4,12,3.991
24,4,4,3.518
24,13,13,0.683
24,13,15,241.995
24,14,21,2.584
24,17,20,3.124
24,7,22,1.039
24,19,12,4.443
24,22,24,40.971
24,17,3,4.099
24,2,20,2.168
24,1,23,218.426
24,13,11,0.724
24,16,14,0.996
24,8,3,5.019
24,10,21,1.578
24,6,2,1.855
24,12,5,63.471
24,17,15,0.716
24,5,18,1.717
24,15,3,1.291
24,19,4,5.08
24,8,15,0.692
24,11,13,2.293
24,4,15,0.676
24,21,16,51.411
24,12,13,45.515
24,13,24,8.422
24,1,2,0.504
24,3,18,1.216
24,12,9,50.17
24,20,23,0.506
24,12,8,50.944
24,10,6,1.69
24,16,21,2.976
24,19,22,0.999
24,6,8,15.768
24,8,2,2.47
24,20,15,0.547
24,4,22,0.989
24,17,22,0.85
24,14,5,0.95
24,20,0,128.387
24,8,23,0.672
24,12,19,24.213
24,8,6,2.08
24,17,21,1.319
24,21,3,3.655
24,15,13,3.516
24,15,16,42.828
24,19,8,83.185
24,12,23,11.893
24,3,14,0.884
24,9,6,1.852
24,16,10,1.496
24,14,8,64.194
24,11,12,2.596
24,22,1,136.743
24,21,10,1.936
24,21,2,325.337
24,19,2,2.338
24,7,24,16.432
24,8,10,2.142
24,14,11,0.063
24,9,21,4.182
24,2,0,44.665
24,22,4,114.381
24,14,22,0.708
24,22,16,51.421
24,14,9,1.005
24,7,23,0.673
24,11,10,2.69
24,3,21,1.233
24,18,12,4.429
24,17,10,1.739
24,11,8,44.517
24,3,0,46.397
24,7,20,4.936
24,22,0,145.58
24,4,5,1.568
24,12,11,48.026
24,2,1,0.695
24,17,4,4.508
24,7,1,2.159
24,3,8,10.773
24,5,17,2.696
24,8,19,5.039
24,13,17,228.453
24,22,15,57.236
24,3,10,1.292
24,14,6,0.661
24,20,5,1.807
24,3,6,1.092
24,15,0,92.623
24,11,21,2.06
24,4,1,1.652
24,10,3,1.678
24,21,8,86.023
24,20,20,3.828
24,9,16,30.057
24,20,9,3.136
24,17,17,2.466
24,21,23,237.96
24,17,13,4.152
24,8,5,4.974
24,17,19,2.625
24,17,2,1.799
24,6,13,4.312
24,11,11,0.2
24,18,15,0.728
24,12,12,46.912
24,22,13,66.566
24,11,6,2.117
24,17,8,77.019
24,0,7,7.34
24,9,4,5.071
24,3,11,3.354
24,13,14,0.472
24,19,13,3.675
24,16,6,1.096
24,22,8,86.227
24,14,12,2.903
24,10,5,2.46
24,1,6,0.441
24,12,1,70.969
24,2,3,0.025
24,6,3,4.507
24,5,0,50.513
24,14,2,0.529
24,17,9,3.378
24,8,20,4.965
24,11,1,261.377
24,22,12,69.977
24,2,10,0.899
24,7,12,4.793
24,9,18,2.043
24,1,20,0.678
24,16,16,45.313
24,14,15,0.47
24,3,20,3.589
24,1,4,0.672
24,10,14,1.224
24,8,18,2.102
24,6,17,2.887
24,2,24,14.689
24,0,17,11.853
24,15,9,2.153
24,16,0,99.098
24,21,7,292.743
24,9,13,5.029
24,19,18,1.621
24,14,20,2.52
24,13,18,0.549
24,16,5,3.949
24,20,21,3.644
24,11,20,2.242
24,9,10,2.359
24,13,20,0.703
24,6,6,1.846
24,12,21,19.146
24,0,20,16.164
24,5,9,2.346
24,5,15,0.685
24,5,13,4.164
24,0,6,10.18
24,20,13,1.484
24,19,7,0.814
24,6,24,16.401
24,7,17,3.302
24,2,4,2.092
24,22,14,63.362
24,18,14,2.467
24,8,14,1.19
24,20,12,4.692
24,3,1,1.248
24,4,6,1.209
24,10,9,2.667
24,17,5,4.293
24,0,4,18.189
24,9,20,4.829
24,18,0,113.106
24,20,18,1.605
24,6,21,3.996
24,17,6,1.168
24,7,6,2.034
24,9,7,0.71
24,12,4,66.097
24,2,9,0.934
24,15,1,1.503
24,0,16,6.578
24,5,11,4.218
24,12,15,38.239
24,11,23,210.509
24,11,7,248.288
24,15,8,68.736
24,0,14,7.737
24,6,9,2.562
24,5,3,4.115
24,13,22,0.445
24,17,12,4.491
24,3,12,3.308
24,0,3,21.661
24,21,17,241.719
24,20,17,2.301
24,1,22,0.445
24,7,21,1.686
24,18,3,4.687
24,16,4,3.968
24,13,2,278.518
24,16,22,2.22
24,2,19,2.081
24,6,12,4.649
24,10,18,2.161
24,18,9,3.737
24,1,8,8.613
24,0,9,6.212
24,14,16,40.087
24,1,0,41.516
24,0,12,8.584
24,8,9,2.933
24,19,10,1.951
24,6,11,4.509
24,5,7,0.685
24,19,6,1.184
24,18,21,3.128
24,16,8,73.063
24,13,12,0.734
24,4,23,0.667
24,4,20,4.081
24,21,24,28.387
24,3,7,0.642
24,20,19,3.818
24,7,13,4.271
24,8,8,26.35
24,18,1,3.371
24,15,4,3.283
24,22,19,46.647
24,13,6,0.499
24,17,1,2.664
24,20,16,51.104
24,20,22,0.993
24,21,4,3.35
24,4,24,15.517
24,7,11,4.706
24,10,16,31.054
24,3,24,15.006
24,12,3,68.349
24,8,1,2.404
24,8,0,58.112
24,10,0,64.17
24,15,2,1.178
24,11,15,233.596
24,12,6,60.292
24,15,14,0.891
24,0,2,24.735
24,7,19,1.865
24,9,5,2.242
24,3,13,1.208
24,11,2,260.5
24,0,10,8.287
24,4,16,20.404
24,12,17,29.421
24,15,18,1.334
24,5,14,1.179
24,11,0,67.549
24,13,16,35.188
24,1,5,0.642
24,19,14,0.951
24,4,14,1.071
24,4,9,2.083
24,9,24,15.543
24,5,19,4.247
24,1,12,0.661
24,21,9,276.306
24,16,18,1.107
24,19,19,3.98
24,13,7,262.343
24,1,9,206.49
24,10,23,0.505
24,9,17,3.343
24,9,8,32.254
24,20,3,2.054
24,8,17,3.38
24,19,23,0.676
24,11,9,237.582
24,16,7,0.776
24,7,4,5.3
24,21,21,1.459
24,22,6,101.224
24,16,23,0.671
24,19,5,4.414
24,6,19,4.298
24,11,14,1.378
24,7,16,27.006
24,1,15,214.423
24,11,3,1.867
24,9,2,2.585
24,0,24,20.373
24,9,0,61.055
24,15,19,3.251
24,15,20,3.44
24,21,19,1.674
24,2,18,0.805
24,0,8,5.016
24,19,3,4.88
24,1,17,207.03
24,22,21,44.486
24,22,18,48.015
24,3,17,1.845
24,18,22,0.945
24,4,13,4.007
24,0,23,17.674
24,2,2,0.75
24,11,19,2.459
24,7,15,0.69
24,11,16,31.725
24,10,10,2.336
24,10,1,1.554
24,13,10,0.576
24,17,18,1.25
24,15,15,0.676
24,18,20,3.407
24,20,14,0.945
24,8,13,1.837
24,15,21,3.404
24,19,0,120.603
24,10,12,5.01
24,6,20,4.492
24,18,2,2.115
24,5,16,22.84
24,5,24,16.083
24,15,12,3.637
24,2,12,1.983
24,1,14,0.439
24,3,5,3.343
24,7,5,5.073
24,21,20,1.638
24,17,7,0.794
24,8,7,0.704
24,18,13,3.702
24,13,0,78.703
24,15,7,0.726
24,17,24,20.247
24,14,0,86.514
24,4,8,11.124
24,13,5,0.715
24,2,5,0.961
24,16,19,0.131
24,9,1,2.534
24,22,11,73.629
24,10,11,5.12
24,1,13,0.636
24,22,10,77.526
24,1,3,0.668
24,18,17,2.793
24,12,2,69.917
24,18,24,22.697
24,22,22,43.739
24,0,19,15.919
24,4,0,48.356
24,18,5,4.505
24,11,5,3.235
24,5,8,12.205
24,10,15,0.539
24,22,20,45.464
24,4,18,1.509
24,14,4,2.471
24,9,23,0.67
24,1,24,13.788
24,22,9,81.689
24,22,2,128.896
24,13,1,278.103
24,14,19,1.02
24,0,22,16.123
24,12,10,49.208
24,18,8,80.445
24,14,24,10.947
24,3,19,3.221
24,5,4,4.239
24,5,2,4.666
24,4,21,3.912
24,14,14,0.663
24,20,4,5.343
24,14,13,1.013
24,21,1,332.112
24,7,7,0.697
24,6,16,25.026
24,12,18,26.817
24,19,21,3.717
24,19,17,3.036
24,10,4,3.786
24,11,4,256.709
24,16,20,3.308
24,20,10,1.94
24,10,2,1.677
24,16,3,3.65
24,22,3,121.482
24,12,0,71.281
24,1,18,0.514
24,20,2,2.278
24,11,18,2.269
24,6,0,52.842
24,16,9,2.859
24,13,23,215.444
24,13,9,251.702
24,3,3,2.211
24,2,7,0.439
24,10,7,0.571
24,19,24,24.857
24,3,2,1.19
24,0,11,8.69
24,9,19,4.747
24,7,10,2.055
24,22,5,107.618
24,18,16,49.057
24,9,22,1.089
24,21,14,0.864
24,0,0,40.853
24,14,23,0.444
24,5,22,1.061
24,8,24,16.152
24,8,16,28.692
24,10,22,1.016
24,6,23,0.673
24,19,15,0.722
24,9,12,5.147
24,1,16,10.494
24,6,22,1.089
24,15,23,0.641
24,5,1,1.974
24,8,21,4.481
24,20,24,26.743
24,7,8,20.809
24,14,1,0.742
24,15,17,2.396
24,12,16,32.186
24,1,19,0.681
24,7,18,2.12
24,6,10,1.935
24,9,14,1.23
24,9,9,3.212
24,6,7,0.691
24,18,18,1.456
24,13,8,57.318
24,20,1,325.189
24,21,15,256.715
24,0,1,27.416
24,14,3,0.863
24,2,15,0.442
24,1,11,0.658
26,18,1,9.993
26,3,13,0
26,9,22,0
26,19,9,0
26,14,10,0
26,12,0,100.006
26,2,14,0
26,18,21,0
26,10,18,0.063
26,2,2,0
26,20,16,73.536
26,5,17,0
26,9,15,0
26,4,16,25.03
26,0,1,39.125
26,1,5,0
26,12,4,96.411
26,8,22,0
26,8,23,0
26,3,18,0
26,0,20,14.741
26,15,8,99.185
26,12,7,86.535
26,16,20,0
26,3,21,0
26,5,15,0
26,3,23,0
26,14,3,0
26,0,2,35.202
26,9,4,0
26,16,5,0
26,21,20,0
26,22,18,69.085
26,1,4,0
26,9,17,0.001
26,21,23,253.008
26,12,20,36.217
26,15,9,0
26,0,4,26.47
26,5,16,28.996
26,2,22,0
26,6,23,0
26,19,11,0
26,14,16,60.44
26,20,2,18.03
26,18,10,0.018
26,1,23,217.63
26,19,10,0.032
26,8,8,59.023
26,7,22,0
26,13,23,224.044
26,9,3,0
26,18,24,34.084
26,13,2,307.751
26,8,13,0
26,12,11,73.981
26,2,9,0
26,10,0,90.708
26,6,1,0
26,7,23,0
26,21,18,0
26,15,14,0
26,2,4,0
26,10,3,0.031
26,14,7,0
26,19,18,0
26,16,16,66.305
26,3,14,0
26,17,6,0
26,2,8,26.116
26,22,6,129.032
26,14,2,0
26,8,15,0
26,10,13,0
26,0,16,6.588
26,5,20,0
26,0,15,7.115
26,7,19,0
26,12,3,98.171
26,9,9,0.001
26,19,13,0
26,10,22,0
26,10,23,0
26,9,6,0.007
26,13,10,0
26,21,13,0
26,10,5,0.057
26,17,24,30.661
26,11,13,0
26,22,5,134.182
26,5,19,0
26,11,12,0
26,7,1,0
26,6,20,0
26,14,20,0
26,0,7,12.959
26,3,19,0
26,0,24,17.761
26,6,13,0
26,13,19,0
26,18,7,0
26,7,0,77.639
26,10,11,0
26,14,9,0
26,12,15,58.617
26,3,15,0
26,1,24,12.494
26,13,21,0
26,12,8,81.796
26,22,4,139.691
26,21,8,114.867
26,15,18,0
26,4,14,0
26,21,12,0
26,19,3,4.772
26,8,24,14.189
26,5,9,0
26,13,16,55.567
26,20,23,0
26,14,5,0
26,4,22,0
26,19,19,0
26,21,15,280.083
26,20,19,0
26,6,8,47.753
26,0,9,8.487
26,15,1,0
26,5,8,42.218
26,20,0,153.07
26,12,14,64.906
26,8,1,0
26,20,8,114.133
26,14,8,94.794
26,8,17,0
26,4,13,0
26,4,20,0
26,14,0,115.545
26,1,12,0
26,10,24,14.169
26,6,4,0
26,16,6,0
26,1,11,0
26,7,7,0
26,22,2,153.373
26,14,13,0
26,5,1,0
26,0,22,14.689
26,15,12,0
26,16,19,0
26,9,10,0.071
26,10,6,0.013
26,4,18,0
26,15,24,23.023
26,4,4,0
26,13,5,0
26,20,12,0
26,20,21,0
26,10,19,0
26,20,20,0
26,21,16,74.21
26,12,22,28.462
26,13,17,248.397
26,8,11,0
26,15,16,63.531
26,15,10,0
26,3,20,0
26,13,8,88.192
26,3,24,13.424
26,10,14,0
26,21,2,350.103
26,21,14,0
26,15,11,0
26,11,5,0.001
26,11,10,0.001
26,4,1,0
26,1,17,206.663
26,17,3,0
26,13,7,293.235
26,11,22,0
26,16,21,0
26,4,12,0
26,15,5,0
26,7,10,0.031
26,6,24,13.894
26,14,22,0
26,5,12,0
26,14,1,0
26,21,10,0
26,7,4,0
26,19,23,0
26,3,9,0
26,4,17,0
26,19,0,145.17
26,10,17,0.001
26,13,1,306.932
26,13,15,262.832
26,4,15,0
26,5,2,0
26,1,9,215.183
26,19,20,0
26,7,3,0
26,15,3,0
26,11,4,286.363
26,22,11,100.66
26,17,19,0
26,17,18,0
26,16,23,0
26,0,17,10.681
26,16,0,126.71
26,0,13,7.734
26,15,15,0
26,13,11,0
26,9,24,14.255
26,15,0,121.048
26,21,1,355.169
26,3,17,0
26,18,12,0
26,6,2,0
26,11,7,279.265
26,12,13,68.007
26,22,10,105.15
26,17,16,68.727
26,9,19,0
26,10,15,0
26,8,19,0
26,7,11,0
26,9,16,43.265
26,3,2,0
26,2,18,0
26,8,7,0
26,3,16,20.924
26,13,0,106.474
26,10,7,0
26,14,23,0
26,2,13,0
26,0,21,14.753
26,16,8,103.262
26,16,14,0
26,13,18,0
26,10,8,70.443
26,14,14,0
26,20,10,0.038
26,19,17,0
26,7,13,0
26,13,24,15.661
26,1,18,0
26,1,14,0
26,7,15,0
26,20,22,0
26,22,8,114.609
26,20,11,0
26,11,8,76.145
26,11,16,49.32
26,16,9,0
26,12,23,20.901
26,2,5,0
26,8,2,0.078
26,22,7,121.725
26,5,21,0
26,18,8,110.038
26,0,19,14.506
26,10,20,0
26,14,19,0
26,15,22,0
26,6,19,0
26,15,6,0
26,17,21,0
26,1,15,214.708
26,6,9,0
26,2,17,0
26,18,16,70.763
26,22,19,66.558
26,5,10,0
26,17,7,0
26,15,7,0
26,20,7,0
26,21,3,17.091
26,6,16,32.8
26,13,22,0
26,11,1,290.075
26,0,3,30.979
26,6,21,0
26,0,12,7.883
26,0,6,16.652
26,18,0,138.495
26,8,9,0
26,3,4,0
26,0,8,10.32
26,12,9,79.456
26,6,5,0
26,7,2,0.039
26,8,5,0
26,9,1,0.001
26,6,3,0
26,18,18,0
26,0,18,13.65
26,7,24,14.052
26,14,4,0
26,19,16,72.377
26,5,13,0
26,17,20,0
26,1,20,0
26,21,24,42.515
26,11,11,0
26,22,24,54.363
26,0,5,21.689
26,6,7,0
26,2,10,0
26,16,22,0
26,3,0,61.952
26,6,12,0
26,13,20,0
26,6,10,0.013
26,8,18,0.045
26,1,21,0
26,20,13,0
26,5,24,13.727
26,17,9,0
26,3,3,0
26,3,22,0
26,5,0,69.561
26,13,9,282.319
26,2,20,0
26,2,3,0
26,19,5,0
26,11,20,0
26,11,0,95.311
26,16,11,0
26,5,23,0
26,10,2,0.078
26,4,21,0
26,18,20,0
26,17,0,132.45
26,0,14,7.676
26,19,1,16.428
26,7,9,0
26,8,0,81.866
26,17,10,0
26,21,0,161.077
26,20,5,1.015
26,11,23,218.091
26,17,12,0
26,5,14,0
26,21,6,4.226
26,20,17,0
26,17,2,0.338
26,7,6,0
26,21,9,304.583
26,18,19,0
26,22,13,91.739
26,17,17,0
26,2,7,0
26,1,6,0
26,8,10,0.047
26,11,2,289.35
26,18,17,0
26,9,0,86.223
26,12,24,13.385
26,22,14,87.166
26,9,11,0.009
26,18,2,3.472
26,6,18,0.007
26,22,21,61.779
26,6,6,0
26,19,8,112.486
26,8,12,0
26,4,3,0
26,6,15,0
26,21,5,6.172
26,12,19,40.166
26,16,2,0
26,21,11,0
26,14,12,0
26,4,23,0
26,3,11,0
26,18,11,0
26,13,14,0
26,7,21,0
26,2,12,0
26,11,15,253.583
26,12,17,48.058
26,1,2,0
26,21,22,0
26,20,24,40.01
26,16,13,0
26,20,4,5.872
26,14,21,0
26,12,21,32.307
26,19,7,0
26,11,9,268.326
26,20,1,350.137
26,21,7,320.947
26,19,2,10.883
26,17,8,106.92
26,18,6,0
26,7,8,53.359
26,15,20,0
26,7,16,36.451
26,10,16,46.395
26,12,6,91.26
26,3,6,0
26,4,2,0
26,2,21,0
26,0,0,52.379
26,8,14,0
26,9,18,0.05
26,1,7,222.201
26,5,5,0
26,1,16,10.977
26,13,4,0
26,4,11,0
26,9,14,0
26,3,1,0
26,18,23,0
26,21,21,0
26,2,15,0
26,19,12,0
26,10,4,0
26,9,2,0.112
26,2,1,0
26,11,24,13.812
26,7,5,0
26,15,23,0
26,8,21,0
26,3,8,31.396
26,22,12,96.221
26,15,21,0
26,9,12,0
26,5,22,0
26,4,19,0
26,19,21,0
26,12,18,44.122
26,22,16,74.379
26,6,22,0
26,16,24,26.964
26,1,22,0
26,11,14,0
26,21,17,264.6
26,18,14,0
